round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,num_fit_examples,mean_local_steps,c_global_norm,mean_c_delta_norm,run_completed
349,nan,0.029876722262509064,nan,nan,20,6895,11.25,nan,nan,False
350,nan,0.031037827352085354,nan,0.029454914795169845,20,6186,10.2,nan,nan,False
351,nan,0.029974393733996085,nan,nan,20,6639,11.0,nan,nan,False
352,nan,0.031047045778552194,nan,nan,20,6313,10.35,nan,nan,False
353,nan,0.03122058362096015,nan,nan,20,6374,10.5,nan,nan,False
354,nan,0.029956085319949814,nan,nan,20,6376,10.55,nan,nan,False
355,nan,0.030810134501094776,nan,nan,20,6394,10.5,nan,nan,False
356,nan,0.029429520072441897,nan,nan,20,6626,10.8,nan,nan,False
357,nan,0.03262800839928929,nan,nan,20,6191,10.2,nan,nan,False
358,nan,0.032474804031354984,nan,nan,20,6251,10.2,nan,nan,False
359,nan,0.03194888178913738,nan,nan,20,6260,10.3,nan,nan,False
360,nan,0.0326817826426896,nan,0.029454914795169845,20,6395,10.5,nan,nan,False
361,nan,0.03344688758129452,nan,nan,20,6458,10.55,nan,nan,False
362,nan,0.03223844282238443,nan,nan,20,6576,10.8,nan,nan,False
363,nan,0.0306030603060306,nan,nan,20,6666,11.0,nan,nan,False
364,nan,0.03194103194103194,nan,nan,20,6105,9.95,nan,nan,False
365,nan,0.03125,nan,nan,20,6336,10.35,nan,nan,False
366,nan,0.03383084577114428,nan,nan,20,6030,9.85,nan,nan,False
367,nan,0.032709545526026104,nan,nan,20,6359,10.45,nan,nan,False
368,nan,0.031462450592885376,nan,nan,20,6325,10.4,nan,nan,False
369,nan,0.03325526932084309,nan,nan,20,6405,10.45,nan,nan,False
370,nan,0.031741043368950346,nan,0.029454914795169845,20,6364,10.45,nan,nan,False
371,nan,0.031259867382380804,nan,nan,20,6334,10.25,nan,nan,False
372,nan,0.030236220472440945,nan,nan,20,6350,10.35,nan,nan,False
373,nan,0.03180849319560584,nan,nan,20,6099,10.1,nan,nan,False
374,nan,0.033800494641384994,nan,nan,20,6065,10.0,nan,nan,False
375,nan,0.032795072415515235,nan,nan,20,6007,9.9,nan,nan,False
376,nan,0.03266090297790586,nan,nan,20,6246,10.15,nan,nan,False
377,nan,0.032446976891421335,nan,nan,20,6318,10.45,nan,nan,False
378,nan,0.033387358184764994,nan,nan,20,6170,10.2,nan,nan,False
379,nan,0.03141122913505311,nan,nan,20,6590,10.8,nan,nan,False
380,nan,0.03152206544581207,nan,0.029454914795169845,20,6662,10.8,nan,nan,False
381,nan,0.03147953830010493,nan,nan,20,6671,10.85,nan,nan,False
382,nan,0.03416856492027335,nan,nan,20,5707,9.4,nan,nan,False
383,nan,0.03163281128857187,nan,nan,20,6449,10.6,nan,nan,False
384,nan,0.031496062992125984,nan,nan,20,6477,10.55,nan,nan,False
385,nan,0.029791018230324588,nan,nan,20,6747,10.95,nan,nan,False
386,nan,0.03130041949015812,nan,nan,20,6198,10.25,nan,nan,False
387,nan,0.032470826991374935,nan,nan,20,5913,9.65,nan,nan,False
388,nan,0.029572484731597556,nan,nan,20,6222,10.2,nan,nan,False
389,nan,0.02986012887002986,nan,nan,20,6363,10.45,nan,nan,False
390,nan,0.02998317270919382,nan,0.029454914795169845,20,6537,10.65,nan,nan,False
391,nan,0.02951259502161276,nan,nan,20,6709,10.9,nan,nan,False
392,nan,0.03189493433395872,nan,nan,20,5863,9.65,nan,nan,False
393,nan,0.029663518299881935,nan,nan,20,6776,11.0,nan,nan,False
394,nan,0.031291908806437195,nan,nan,20,6711,11.0,nan,nan,False
395,nan,0.030003297065611605,nan,nan,20,6066,9.85,nan,nan,False
396,nan,0.03297570211423162,nan,nan,20,6338,10.3,nan,nan,False
397,nan,0.03127326880119136,nan,nan,20,6715,11.05,nan,nan,False
398,nan,0.03176979374584165,nan,nan,20,6012,9.7,nan,nan,False
399,nan,0.030044327696601543,nan,nan,20,6091,9.95,nan,nan,False
400,nan,0.03221415607985481,nan,0.029454914795169845,20,6612,10.75,nan,nan,False
401,nan,0.031410037555479685,nan,nan,20,5858,9.7,nan,nan,False
402,nan,0.03231410701876303,nan,nan,20,5756,9.45,nan,nan,False
403,nan,0.03238035065550466,nan,nan,20,6331,10.3,nan,nan,False
404,nan,0.0314777484881377,nan,nan,20,6449,10.55,nan,nan,False
405,nan,0.03211009174311927,nan,nan,20,6322,10.3,nan,nan,False
406,nan,0.03325534759358289,nan,nan,20,5984,9.8,nan,nan,False
407,nan,0.03177801891179662,nan,nan,20,6451,10.55,nan,nan,False
408,nan,0.030602636534839925,nan,nan,20,6372,10.35,nan,nan,False
409,nan,0.03333333333333333,nan,nan,20,6180,10.1,nan,nan,False
410,nan,0.03411131059245961,nan,0.029454914795169845,20,6127,10.05,nan,nan,False
411,nan,0.03441263882371343,nan,nan,20,6393,10.45,nan,nan,False
412,nan,0.03087557603686636,nan,nan,20,6510,10.65,nan,nan,False
413,nan,0.033622394644758864,nan,nan,20,6573,10.7,nan,nan,False
414,nan,0.03182472413241644,nan,nan,20,6253,10.15,nan,nan,False
415,nan,0.031961259079903145,nan,nan,20,6195,10.2,nan,nan,False
416,nan,0.03169119855812556,nan,nan,20,6658,10.85,nan,nan,False
417,nan,0.028534370946822308,nan,nan,20,6168,10.0,nan,nan,False
418,nan,0.02849740932642487,nan,nan,20,6562,10.75,nan,nan,False
419,nan,0.03296703296703297,nan,nan,20,6370,10.5,nan,nan,False
420,nan,0.03468018975952887,nan,0.029454914795169845,20,6113,10.05,nan,nan,False
421,nan,0.031585403250536645,nan,nan,20,6522,10.65,nan,nan,False
422,nan,0.032832692979392245,nan,nan,20,5726,9.55,nan,nan,False
423,nan,0.03312763884378045,nan,nan,20,6158,10.1,nan,nan,False
424,nan,0.03198478561549101,nan,nan,20,5784,9.55,nan,nan,False
425,nan,0.031787874089006046,nan,nan,20,6449,10.5,nan,nan,False
426,nan,0.03142481079302402,nan,nan,20,6078,10.0,nan,nan,False
427,nan,0.03039140445126631,nan,nan,20,6515,10.55,nan,nan,False
428,nan,0.03218210361067504,nan,nan,20,6370,10.4,nan,nan,False
429,nan,0.0318964156008211,nan,nan,20,6333,10.35,nan,nan,False
430,nan,0.03102590370261964,nan,0.029454914795169845,20,6833,11.2,nan,nan,False
431,nan,0.031544178364987616,nan,nan,20,6055,9.9,nan,nan,False
432,nan,0.031278748850046,nan,nan,20,6522,10.6,nan,nan,False
433,nan,0.03325262308313156,nan,nan,20,6195,10.15,nan,nan,False
434,nan,0.03175895765472313,nan,nan,20,6140,10.0,nan,nan,False
435,nan,0.03302034428794992,nan,nan,20,6390,10.4,nan,nan,False
436,nan,0.030781893004115227,nan,nan,20,6075,10.1,nan,nan,False
437,nan,0.03090440842296622,nan,nan,20,6601,10.9,nan,nan,False
438,nan,0.03067669172932331,nan,nan,20,6650,10.85,nan,nan,False
439,nan,0.03351605324980423,nan,nan,20,6385,10.35,nan,nan,False
440,nan,0.032321899736147755,nan,0.029454914795169845,20,6064,10.0,nan,nan,False
441,nan,0.0342529448233106,nan,nan,20,6452,10.6,nan,nan,False
442,nan,0.03207747011650779,nan,nan,20,6609,10.85,nan,nan,False
443,nan,0.027440395861448492,nan,nan,20,6669,11.0,nan,nan,False
444,nan,0.0328646173969915,nan,nan,20,6116,10.05,nan,nan,False
445,nan,0.03333333333333333,nan,nan,20,6060,10.0,nan,nan,False
446,nan,0.03112033195020747,nan,nan,20,6266,10.35,nan,nan,False
447,nan,0.03088549367504518,nan,nan,20,6087,9.9,nan,nan,False
448,nan,0.029909795853774332,nan,nan,20,6319,10.35,nan,nan,False
449,nan,0.030810983397190295,nan,nan,20,6264,10.3,nan,nan,False
450,nan,0.031173891865562593,nan,0.029454914795169845,20,6159,10.15,nan,nan,False
451,nan,0.032100708103855236,nan,nan,20,6355,10.5,nan,nan,False
452,nan,0.029483282674772036,nan,nan,20,6580,10.65,nan,nan,False
453,nan,0.0318974511849754,nan,nan,20,6709,11.05,nan,nan,False
454,nan,0.03185115105644907,nan,nan,20,6342,10.35,nan,nan,False
455,nan,0.03224781572676728,nan,nan,20,6295,10.3,nan,nan,False
456,nan,0.03194988253719656,nan,nan,20,6385,10.4,nan,nan,False
457,nan,0.032114624505928856,nan,nan,20,6072,10.05,nan,nan,False
458,nan,0.032528180354267314,nan,nan,20,6210,10.2,nan,nan,False
459,nan,0.032252862441541685,nan,nan,20,6201,10.2,nan,nan,False
460,nan,0.0341425215348473,nan,0.029454914795169845,20,6385,10.4,nan,nan,False
461,nan,0.03062352012628256,nan,nan,20,6335,10.3,nan,nan,False
462,nan,0.03233328151717706,nan,nan,20,6433,10.5,nan,nan,False
463,nan,0.034947578632051925,nan,nan,20,6009,9.9,nan,nan,False
464,nan,0.03094078844039579,nan,nan,20,6367,10.35,nan,nan,False
465,nan,0.03224291751447801,nan,nan,20,6389,10.5,nan,nan,False
466,nan,0.03475670307845084,nan,nan,20,6042,9.95,nan,nan,False
467,nan,0.03274056838956291,nan,nan,20,6017,9.95,nan,nan,False
468,nan,0.029836829836829837,nan,nan,20,6435,10.5,nan,nan,False
469,nan,0.031446540880503145,nan,nan,20,6042,9.8,nan,nan,False
470,nan,0.030733944954128442,nan,0.029454914795169845,20,6540,10.7,nan,nan,False
471,nan,0.030926165803108807,nan,nan,20,6176,10.15,nan,nan,False
472,nan,0.034460854375099256,nan,nan,20,6297,10.35,nan,nan,False
473,nan,0.031208718626155877,nan,nan,20,6056,9.95,nan,nan,False
474,nan,0.03287671232876712,nan,nan,20,6205,10.15,nan,nan,False
475,nan,0.0339095744680851,nan,nan,20,6016,9.8,nan,nan,False
476,nan,0.03388443280405958,nan,nan,20,6109,10.15,nan,nan,False
477,nan,0.03248110628718443,nan,nan,20,6219,10.25,nan,nan,False
478,nan,0.03293807641633729,nan,nan,20,6072,9.95,nan,nan,False
479,nan,0.0333181887021051,nan,nan,20,6603,10.7,nan,nan,False
480,nan,0.03297570211423162,nan,0.029454914795169845,20,6338,10.35,nan,nan,False
481,nan,0.031865042174320526,nan,nan,20,6402,10.45,nan,nan,False
482,nan,0.030923004841480556,nan,nan,20,6403,10.35,nan,nan,False
483,nan,0.030927835051546393,nan,nan,20,6499,10.6,nan,nan,False
